customer_id,signup_date,churned_at,plan,country,monthly_revenue,status,acquisition_channel
CUST-00295,2025-03-11 00:00:00+00:00,,Basic,GB,36.87,active,paid_search
CUST-00296,2025-03-28 00:00:00+00:00,,Basic,IN,23.97,active,referral
CUST-00297,2024-08-13 00:00:00+00:00,,Basic,DE,22.37,active,paid_search
CUST-00298,2025-05-24 00:00:00+00:00,2026-04-03 00:00:00+00:00,Pro,US,89.48,churned,sales
CUST-00299,2025-09-07 00:00:00+00:00,,Enterprise,GB,209.72,active,organic
CUST-00300,2026-03-08 00:00:00+00:00,,Basic,DE,33.14,active,paid_search
CUST-00301,2025-07-15 00:00:00+00:00,2026-04-05 00:00:00+00:00,Pro,DE,75.36,churned,organic
CUST-00302,2024-08-29 00:00:00+00:00,,Basic,DE,27.08,active,paid_search
CUST-00303,2026-03-16 00:00:00+00:00,2026-04-03 00:00:00+00:00,Basic,IN,22.57,churned,paid_search
CUST-00304,2024-07-12 00:00:00+00:00,,Basic,AU,21.04,active,partner
CUST-00305,2025-03-13 00:00:00+00:00,2026-04-15 00:00:00+00:00,Basic,AU,20.64,churned,organic
CUST-00306,2025-12-16 00:00:00+00:00,2026-03-30 00:00:00+00:00,Pro,AU,74.06,churned,organic
CUST-00307,2025-08-26 00:00:00+00:00,,Enterprise,GB,190.72,active,sales
CUST-00308,2025-03-05 00:00:00+00:00,,Basic,CA,16.49,active,paid_search
CUST-00309,2025-08-17 00:00:00+00:00,2026-03-25 00:00:00+00:00,Pro,GB,80.76,churned,organic
CUST-00310,2026-01-07 00:00:00+00:00,2026-03-25 00:00:00+00:00,Pro,AU,80.88,churned,paid_search
CUST-00311,2024-12-18 00:00:00+00:00,,Enterprise,IN,212.61,active,partner
CUST-00312,2024-12-14 00:00:00+00:00,2026-03-28 00:00:00+00:00,Pro,IN,73.65,churned,organic
CUST-00313,2025-12-30 00:00:00+00:00,2026-03-24 00:00:00+00:00,Basic,DE,31.37,churned,paid_search
CUST-00314,2025-09-09 00:00:00+00:00,,Pro,DE,81.5,active,paid_search
CUST-00315,2025-10-05 00:00:00+00:00,2026-04-09 00:00:00+00:00,Basic,AU,26.97,churned,sales
CUST-00316,2024-12-22 00:00:00+00:00,,Enterprise,IN,204.95,active,paid_search
CUST-00317,2024-11-04 00:00:00+00:00,2026-04-03 00:00:00+00:00,Basic,CA,35.2,churned,referral
CUST-00318,2024-11-06 00:00:00+00:00,,Pro,IN,81.62,active,sales
CUST-00319,2024-06-13 00:00:00+00:00,,Basic,DE,26.95,active,partner
CUST-00320,2024-10-08 00:00:00+00:00,,Basic,CA,26.14,active,organic
CUST-00321,2025-08-13 00:00:00+00:00,,Enterprise,DE,188.06,active,referral
CUST-00322,2026-01-07 00:00:00+00:00,,Pro,AU,72.55,active,sales
CUST-00323,2025-01-22 00:00:00+00:00,,Basic,CA,24.02,active,paid_search
CUST-00324,2024-06-28 00:00:00+00:00,,Enterprise,CA,190.01,active,sales
CUST-00325,2024-05-19 00:00:00+00:00,2026-04-17 00:00:00+00:00,Enterprise,GB,202.52,churned,sales
CUST-00326,2025-10-15 00:00:00+00:00,,Basic,GB,38.57,active,paid_search
CUST-00327,2025-10-10 00:00:00+00:00,2026-04-08 00:00:00+00:00,Pro,IN,71.74,churned,paid_search
CUST-00328,2026-02-25 00:00:00+00:00,2026-03-25 00:00:00+00:00,Basic,DE,31.27,churned,referral
CUST-00329,2025-12-15 00:00:00+00:00,2026-04-08 00:00:00+00:00,Pro,CA,70.73,churned,paid_search
CUST-00330,2025-03-05 00:00:00+00:00,,Basic,GB,26.56,active,referral
CUST-00331,2025-03-10 00:00:00+00:00,,Basic,GB,23.48,active,paid_search
CUST-00332,2025-07-10 00:00:00+00:00,2026-04-15 00:00:00+00:00,Enterprise,US,203.82,churned,referral
CUST-00333,2025-08-21 00:00:00+00:00,,Enterprise,GB,193.57,active,organic
CUST-00334,2024-08-27 00:00:00+00:00,,Pro,IN,87.09,active,paid_search
CUST-00335,2025-05-09 00:00:00+00:00,2026-04-06 00:00:00+00:00,Enterprise,CA,197.03,churned,paid_search
CUST-00336,2024-09-11 00:00:00+00:00,,Pro,DE,73.8,active,paid_search
CUST-00337,2024-05-27 00:00:00+00:00,2026-03-28 00:00:00+00:00,Pro,US,68.97,churned,partner
CUST-00338,2025-08-16 00:00:00+00:00,,Pro,US,81.03,active,paid_search
CUST-00339,2025-11-03 00:00:00+00:00,,Basic,CA,36.16,active,sales
CUST-00340,2024-06-03 00:00:00+00:00,,Basic,CA,31.19,active,referral
CUST-00341,2025-01-08 00:00:00+00:00,2026-04-16 00:00:00+00:00,Basic,AU,46.91,churned,organic
CUST-00342,2025-09-03 00:00:00+00:00,,Pro,US,90.44,active,sales
CUST-00343,2025-01-17 00:00:00+00:00,2026-04-05 00:00:00+00:00,Basic,US,26.54,churned,referral
CUST-00344,2025-04-01 00:00:00+00:00,2026-03-23 00:00:00+00:00,Basic,IN,26.46,churned,referral
CUST-00345,2024-07-06 00:00:00+00:00,2026-04-09 00:00:00+00:00,Pro,AU,82.76,churned,paid_search
CUST-00346,2025-09-27 00:00:00+00:00,,Basic,AU,22.3,active,referral
CUST-00347,2024-05-07 00:00:00+00:00,,Basic,CA,38.33,active,partner
CUST-00348,2024-06-15 00:00:00+00:00,,Pro,US,81.89,active,sales
CUST-00349,2025-11-18 00:00:00+00:00,2026-04-19 00:00:00+00:00,Enterprise,US,201.05,churned,partner
CUST-00350,2025-11-29 00:00:00+00:00,2026-03-31 00:00:00+00:00,Basic,CA,34.5,churned,referral
CUST-00351,2025-03-20 00:00:00+00:00,2026-04-12 00:00:00+00:00,Basic,CA,42.78,churned,organic
CUST-00352,2026-02-20 00:00:00+00:00,,Basic,AU,30.37,active,paid_search
CUST-00353,2025-08-28 00:00:00+00:00,,Pro,US,78.1,active,paid_search
CUST-00354,2025-05-26 00:00:00+00:00,,Pro,US,91.07,active,sales
CUST-00355,2024-05-23 00:00:00+00:00,,Basic,US,36.74,active,referral
CUST-00356,2024-05-07 00:00:00+00:00,,Pro,AU,76.43,active,organic
CUST-00357,2025-12-08 00:00:00+00:00,,Basic,CA,29.04,active,referral
CUST-00358,2024-07-15 00:00:00+00:00,,Basic,DE,30.56,active,paid_search
CUST-00359,2026-01-19 00:00:00+00:00,,Enterprise,IN,201.89,active,paid_search
CUST-00360,2024-10-22 00:00:00+00:00,2026-04-11 00:00:00+00:00,Basic,AU,18.15,churned,partner
CUST-00361,2024-08-16 00:00:00+00:00,,Basic,US,16.66,active,referral
CUST-00362,2024-07-16 00:00:00+00:00,2026-04-10 00:00:00+00:00,Basic,AU,21.9,churned,sales
CUST-00363,2025-10-19 00:00:00+00:00,,Pro,CA,71.28,active,referral
CUST-00364,2024-07-14 00:00:00+00:00,,Enterprise,AU,193.85,active,organic
CUST-00365,2026-01-01 00:00:00+00:00,,Enterprise,CA,204.08,active,sales
CUST-00366,2025-03-29 00:00:00+00:00,2026-04-01 00:00:00+00:00,Basic,DE,27.65,churned,partner
CUST-00367,2025-05-03 00:00:00+00:00,2026-03-30 00:00:00+00:00,Basic,GB,30.57,churned,sales
CUST-00368,2025-08-17 00:00:00+00:00,2026-04-09 00:00:00+00:00,Pro,IN,69.21,churned,paid_search
CUST-00369,2026-03-07 00:00:00+00:00,,Basic,CA,25.31,active,paid_search
CUST-00370,2024-10-06 00:00:00+00:00,,Enterprise,AU,203.7,active,paid_search
CUST-00371,2025-08-03 00:00:00+00:00,,Pro,IN,83.76,active,sales
CUST-00372,2024-12-21 00:00:00+00:00,2026-03-31 00:00:00+00:00,Basic,CA,23.2,churned,paid_search
CUST-00373,2025-06-12 00:00:00+00:00,2026-04-17 00:00:00+00:00,Pro,US,80.29,churned,sales
CUST-00374,2025-07-08 00:00:00+00:00,,Basic,DE,46.59,active,referral
CUST-00375,2024-07-19 00:00:00+00:00,2026-04-01 00:00:00+00:00,Basic,IN,28.86,churned,paid_search
CUST-00376,2026-01-16 00:00:00+00:00,,Pro,DE,73.45,active,sales
CUST-00377,2024-10-30 00:00:00+00:00,2026-04-18 00:00:00+00:00,Pro,GB,77.61,churned,paid_search
CUST-00378,2024-10-23 00:00:00+00:00,,Pro,GB,79.74,active,paid_search
CUST-00379,2025-07-03 00:00:00+00:00,,Pro,AU,77.79,active,partner
CUST-00380,2025-09-22 00:00:00+00:00,,Enterprise,AU,198.75,active,organic
CUST-00381,2026-03-19 00:00:00+00:00,2026-04-12 00:00:00+00:00,Enterprise,GB,187.45,churned,organic
CUST-00382,2024-06-14 00:00:00+00:00,,Pro,CA,71.3,active,paid_search
CUST-00383,2024-06-07 00:00:00+00:00,,Basic,GB,27.81,active,referral
CUST-00384,2025-10-07 00:00:00+00:00,,Pro,US,77.68,active,paid_search
CUST-00385,2026-02-28 00:00:00+00:00,,Enterprise,US,194.47,active,organic
CUST-00386,2025-12-28 00:00:00+00:00,2026-04-10 00:00:00+00:00,Basic,IN,27.58,churned,partner
CUST-00387,2026-02-04 00:00:00+00:00,2026-04-19 00:00:00+00:00,Basic,AU,29.49,churned,partner
CUST-00388,2024-08-26 00:00:00+00:00,,Basic,DE,36.12,active,referral
CUST-00389,2024-07-15 00:00:00+00:00,,Basic,GB,28.21,active,organic
CUST-00390,2025-12-07 00:00:00+00:00,,Pro,GB,82.19,active,referral
CUST-00391,2024-10-23 00:00:00+00:00,,Basic,CA,24.67,active,referral
CUST-00392,2025-11-19 00:00:00+00:00,,Pro,DE,83.58,active,organic
CUST-00393,2025-07-12 00:00:00+00:00,2026-04-08 00:00:00+00:00,Pro,US,82.01,churned,organic
CUST-00394,2025-02-02 00:00:00+00:00,2026-03-28 00:00:00+00:00,Pro,US,85.93,churned,partner
CUST-00395,2024-11-11 00:00:00+00:00,,Basic,GB,34.71,active,partner
CUST-00396,2024-07-27 00:00:00+00:00,2026-04-01 00:00:00+00:00,Basic,GB,33.71,churned,paid_search
CUST-00397,2026-02-20 00:00:00+00:00,2026-04-11 00:00:00+00:00,Pro,CA,78.21,churned,partner
CUST-00398,2025-11-07 00:00:00+00:00,2026-03-28 00:00:00+00:00,Pro,DE,80.96,churned,paid_search
CUST-00399,2025-09-10 00:00:00+00:00,,Basic,AU,37.51,active,partner
CUST-00400,2025-08-20 00:00:00+00:00,,Enterprise,DE,193.78,active,sales
CUST-00401,2024-05-03 00:00:00+00:00,2026-03-24 00:00:00+00:00,Basic,GB,23.97,churned,partner
CUST-00402,2024-10-02 00:00:00+00:00,,Enterprise,DE,200.45,active,referral
CUST-00403,2025-08-13 00:00:00+00:00,,Basic,DE,32.32,active,organic
CUST-00404,2024-05-21 00:00:00+00:00,,Basic,AU,22.41,active,sales
CUST-00405,2025-04-12 00:00:00+00:00,2026-04-01 00:00:00+00:00,Pro,IN,78.4,churned,sales
CUST-00406,2025-04-11 00:00:00+00:00,,Basic,DE,28.25,active,sales
CUST-00407,2025-05-27 00:00:00+00:00,2026-04-10 00:00:00+00:00,Basic,IN,11.28,churned,referral
CUST-00408,2025-12-13 00:00:00+00:00,,Basic,AU,27.24,active,referral
CUST-00409,2024-06-16 00:00:00+00:00,2026-04-17 00:00:00+00:00,Basic,AU,27.74,churned,partner
CUST-00410,2026-03-13 00:00:00+00:00,2026-03-29 00:00:00+00:00,Pro,DE,77.72,churned,sales
CUST-00411,2025-11-22 00:00:00+00:00,,Basic,CA,40.33,active,sales
CUST-00412,2025-10-15 00:00:00+00:00,,Pro,DE,69.27,active,partner
CUST-00413,2025-09-11 00:00:00+00:00,2026-04-12 00:00:00+00:00,Pro,US,72.4,churned,paid_search
CUST-00414,2025-12-22 00:00:00+00:00,2026-04-06 00:00:00+00:00,Basic,DE,8.1,churned,paid_search
CUST-00415,2026-03-10 00:00:00+00:00,2026-04-06 00:00:00+00:00,Basic,AU,25.15,churned,organic
CUST-00416,2024-12-10 00:00:00+00:00,,Enterprise,US,195.83,active,paid_search
CUST-00417,2024-05-23 00:00:00+00:00,2026-04-20 00:00:00+00:00,Pro,US,74.92,churned,organic
CUST-00418,2025-12-28 00:00:00+00:00,2026-04-11 00:00:00+00:00,Pro,IN,87.86,churned,paid_search
CUST-00419,2025-08-30 00:00:00+00:00,2026-04-06 00:00:00+00:00,Pro,CA,85.88,churned,sales
CUST-00420,2025-04-07 00:00:00+00:00,,Basic,DE,29.62,active,paid_search
CUST-00421,2024-06-21 00:00:00+00:00,,Basic,CA,26.04,active,referral
CUST-00422,2024-11-28 00:00:00+00:00,2026-03-31 00:00:00+00:00,Pro,CA,87.21,churned,organic
CUST-00423,2024-10-10 00:00:00+00:00,2026-03-24 00:00:00+00:00,Basic,DE,28.84,churned,paid_search
CUST-00424,2025-02-15 00:00:00+00:00,2026-03-29 00:00:00+00:00,Pro,AU,72.45,churned,referral
CUST-00425,2025-06-08 00:00:00+00:00,2026-04-05 00:00:00+00:00,Pro,IN,65.27,churned,sales
CUST-00426,2025-11-05 00:00:00+00:00,2026-03-25 00:00:00+00:00,Pro,US,75.47,churned,referral
CUST-00427,2024-08-03 00:00:00+00:00,,Basic,GB,35.04,active,sales
CUST-00428,2024-09-14 00:00:00+00:00,2026-04-15 00:00:00+00:00,Basic,DE,47.21,churned,partner
CUST-00429,2026-03-05 00:00:00+00:00,2026-04-12 00:00:00+00:00,Basic,IN,29.49,churned,referral
CUST-00430,2024-11-14 00:00:00+00:00,2026-03-23 00:00:00+00:00,Basic,IN,22.88,churned,paid_search
CUST-00431,2026-01-23 00:00:00+00:00,,Pro,US,69.52,active,sales
CUST-00432,2024-10-29 00:00:00+00:00,,Basic,AU,33.42,active,referral
CUST-00433,2024-08-30 00:00:00+00:00,,Basic,CA,14.88,active,organic
CUST-00434,2025-12-22 00:00:00+00:00,2026-03-30 00:00:00+00:00,Basic,AU,33.4,churned,organic
CUST-00435,2025-05-27 00:00:00+00:00,2026-03-24 00:00:00+00:00,Basic,GB,35.54,churned,referral
CUST-00436,2025-12-27 00:00:00+00:00,2026-04-11 00:00:00+00:00,Pro,DE,82.49,churned,paid_search
CUST-00437,2025-02-24 00:00:00+00:00,,Basic,CA,27.24,active,sales
CUST-00438,2024-06-20 00:00:00+00:00,,Enterprise,DE,203.52,active,organic
CUST-00439,2026-01-26 00:00:00+00:00,2026-03-31 00:00:00+00:00,Basic,IN,30.37,churned,paid_search
CUST-00440,2025-06-21 00:00:00+00:00,,Pro,GB,72.78,active,organic
CUST-00441,2024-05-20 00:00:00+00:00,2026-04-02 00:00:00+00:00,Basic,AU,43.8,churned,sales
CUST-00442,2025-08-27 00:00:00+00:00,,Basic,GB,26.19,active,organic
CUST-00443,2025-12-21 00:00:00+00:00,2026-03-30 00:00:00+00:00,Enterprise,CA,205.21,churned,partner
CUST-00444,2025-04-19 00:00:00+00:00,,Enterprise,CA,179.65,active,sales
CUST-00445,2025-04-06 00:00:00+00:00,2026-04-11 00:00:00+00:00,Enterprise,US,209.21,churned,paid_search
CUST-00446,2024-12-20 00:00:00+00:00,,Basic,AU,40.75,active,referral
CUST-00447,2025-08-18 00:00:00+00:00,,Basic,GB,29.24,active,organic
CUST-00448,2024-06-01 00:00:00+00:00,,Pro,DE,83.47,active,referral
CUST-00449,2025-03-28 00:00:00+00:00,2026-03-30 00:00:00+00:00,Basic,IN,33.47,churned,paid_search
CUST-00450,2025-09-06 00:00:00+00:00,2026-03-25 00:00:00+00:00,Pro,GB,73.86,churned,paid_search
CUST-00451,2024-05-29 00:00:00+00:00,,Pro,IN,83.38,active,referral
CUST-00452,2024-06-22 00:00:00+00:00,2026-04-19 00:00:00+00:00,Pro,US,72.53,churned,sales
CUST-00453,2025-04-12 00:00:00+00:00,,Pro,AU,74.13,active,sales
CUST-00454,2026-03-05 00:00:00+00:00,,Pro,US,88.02,active,referral
CUST-00455,2025-02-04 00:00:00+00:00,,Basic,GB,36.8,active,partner
CUST-00456,2025-03-04 00:00:00+00:00,,Basic,IN,23.35,active,paid_search
CUST-00457,2025-12-10 00:00:00+00:00,,Pro,US,73.13,active,organic
CUST-00458,2025-01-09 00:00:00+00:00,,Basic,GB,23.84,active,referral
CUST-00459,2024-08-19 00:00:00+00:00,,Basic,CA,34.86,active,organic
CUST-00460,2026-01-08 00:00:00+00:00,,Basic,CA,21.0,active,partner
CUST-00461,2024-11-08 00:00:00+00:00,2026-04-05 00:00:00+00:00,Pro,GB,81.85,churned,paid_search
CUST-00462,2025-12-16 00:00:00+00:00,2026-03-23 00:00:00+00:00,Pro,DE,84.97,churned,partner
CUST-00463,2024-10-22 00:00:00+00:00,,Pro,CA,78.29,active,organic
CUST-00464,2025-06-06 00:00:00+00:00,2026-04-14 00:00:00+00:00,Basic,IN,37.08,churned,paid_search
CUST-00465,2026-03-18 00:00:00+00:00,2026-04-01 00:00:00+00:00,Basic,CA,26.57,churned,paid_search
CUST-00466,2024-05-25 00:00:00+00:00,2026-04-07 00:00:00+00:00,Pro,US,77.29,churned,partner
CUST-00467,2025-11-28 00:00:00+00:00,,Basic,IN,21.18,active,organic
CUST-00468,2025-02-04 00:00:00+00:00,2026-03-25 00:00:00+00:00,Pro,GB,87.14,churned,paid_search
CUST-00469,2025-11-17 00:00:00+00:00,2026-03-28 00:00:00+00:00,Pro,US,72.87,churned,partner
CUST-00470,2024-06-17 00:00:00+00:00,2026-04-03 00:00:00+00:00,Basic,AU,31.8,churned,paid_search
CUST-00471,2024-10-29 00:00:00+00:00,,Basic,CA,28.43,active,paid_search
CUST-00472,2024-09-13 00:00:00+00:00,,Basic,GB,20.58,active,paid_search
CUST-00473,2025-05-28 00:00:00+00:00,2026-04-11 00:00:00+00:00,Enterprise,CA,194.13,churned,partner
CUST-00474,2025-05-04 00:00:00+00:00,,Pro,AU,90.06,active,sales
CUST-00475,2025-01-09 00:00:00+00:00,,Basic,AU,30.61,active,organic
CUST-00476,2024-09-27 00:00:00+00:00,,Enterprise,AU,190.93,active,organic
CUST-00477,2024-08-15 00:00:00+00:00,,Basic,DE,31.44,active,organic
CUST-00478,2026-03-10 00:00:00+00:00,,Basic,US,27.83,active,organic
CUST-00479,2024-12-20 00:00:00+00:00,2026-04-11 00:00:00+00:00,Enterprise,CA,226.63,churned,referral
CUST-00480,2026-01-06 00:00:00+00:00,2026-04-17 00:00:00+00:00,Basic,DE,31.28,churned,organic
CUST-00481,2025-09-05 00:00:00+00:00,2026-04-18 00:00:00+00:00,Basic,CA,25.96,churned,referral
CUST-00482,2024-08-27 00:00:00+00:00,,Pro,CA,90.36,active,sales
CUST-00483,2025-10-01 00:00:00+00:00,,Basic,IN,14.27,active,sales
CUST-00484,2024-09-19 00:00:00+00:00,,Pro,GB,79.75,active,partner
CUST-00485,2025-05-07 00:00:00+00:00,,Basic,IN,44.96,active,referral
CUST-00486,2025-10-13 00:00:00+00:00,,Basic,US,28.07,active,sales
CUST-00487,2025-08-04 00:00:00+00:00,2026-04-14 00:00:00+00:00,Basic,CA,15.13,churned,referral
CUST-00488,2025-03-21 00:00:00+00:00,,Basic,CA,25.83,active,organic
CUST-00489,2024-10-11 00:00:00+00:00,2026-04-18 00:00:00+00:00,Basic,CA,40.64,churned,paid_search
CUST-00490,2025-01-28 00:00:00+00:00,,Basic,CA,32.01,active,paid_search
CUST-00491,2024-06-17 00:00:00+00:00,,Enterprise,DE,192.29,active,sales
CUST-00492,2024-08-01 00:00:00+00:00,,Basic,DE,23.52,active,partner
CUST-00493,2024-10-19 00:00:00+00:00,,Basic,CA,24.52,active,organic
CUST-00494,2025-01-30 00:00:00+00:00,2026-03-27 00:00:00+00:00,Basic,DE,31.89,churned,organic
CUST-00495,2025-09-03 00:00:00+00:00,2026-03-25 00:00:00+00:00,Basic,DE,39.71,churned,organic
CUST-00496,2025-06-11 00:00:00+00:00,,Basic,IN,37.42,active,sales
CUST-00497,2025-12-30 00:00:00+00:00,,Pro,AU,82.65,active,referral
CUST-00498,2025-07-07 00:00:00+00:00,2026-03-26 00:00:00+00:00,Basic,AU,18.35,churned,sales
CUST-00499,2024-06-21 00:00:00+00:00,,Enterprise,AU,188.38,active,organic
CUST-00500,2025-06-02 00:00:00+00:00,,Enterprise,GB,203.27,active,partner
CUST-00501,2026-01-03 00:00:00+00:00,,Basic,IN,18.24,active,paid_search
CUST-00502,2024-12-28 00:00:00+00:00,,Basic,US,27.2,active,sales
CUST-00503,2024-05-27 00:00:00+00:00,,Basic,DE,31.43,active,partner
CUST-00504,2024-08-01 00:00:00+00:00,2026-03-31 00:00:00+00:00,Pro,AU,69.9,churned,partner
CUST-00505,2025-09-14 00:00:00+00:00,2026-04-01 00:00:00+00:00,Basic,AU,20.81,churned,partner
CUST-00506,2025-05-13 00:00:00+00:00,2026-03-30 00:00:00+00:00,Enterprise,CA,198.25,churned,organic
CUST-00507,2025-03-21 00:00:00+00:00,,Pro,GB,83.03,active,sales
CUST-00508,2025-10-02 00:00:00+00:00,2026-04-11 00:00:00+00:00,Pro,AU,87.49,churned,partner
CUST-00509,2025-09-18 00:00:00+00:00,2026-04-15 00:00:00+00:00,Pro,AU,83.86,churned,referral
CUST-00510,2025-10-10 00:00:00+00:00,,Enterprise,IN,199.59,active,paid_search
CUST-00511,2024-05-05 00:00:00+00:00,2026-04-16 00:00:00+00:00,Basic,CA,23.03,churned,organic
CUST-00512,2024-10-24 00:00:00+00:00,,Basic,US,20.43,active,sales
CUST-00513,2024-08-19 00:00:00+00:00,2026-04-01 00:00:00+00:00,Basic,DE,24.91,churned,paid_search
CUST-00514,2024-09-05 00:00:00+00:00,2026-04-01 00:00:00+00:00,Enterprise,CA,202.28,churned,paid_search
CUST-00515,2024-05-30 00:00:00+00:00,2026-03-26 00:00:00+00:00,Pro,DE,81.69,churned,sales
CUST-00516,2026-01-09 00:00:00+00:00,,Pro,CA,62.2,active,organic
CUST-00517,2024-07-22 00:00:00+00:00,,Basic,US,22.71,active,organic
CUST-00518,2026-02-05 00:00:00+00:00,,Enterprise,DE,208.64,active,partner
CUST-00519,2025-04-28 00:00:00+00:00,,Basic,AU,29.63,active,paid_search
CUST-00520,2025-02-05 00:00:00+00:00,,Basic,DE,17.66,active,paid_search
CUST-00521,2025-07-19 00:00:00+00:00,,Enterprise,CA,217.85,active,paid_search
CUST-00522,2025-12-12 00:00:00+00:00,,Basic,GB,28.77,active,paid_search
CUST-00523,2025-11-10 00:00:00+00:00,,Basic,AU,32.07,active,paid_search
CUST-00524,2024-08-30 00:00:00+00:00,,Pro,GB,82.2,active,referral
CUST-00525,2025-08-15 00:00:00+00:00,,Basic,CA,26.06,active,organic
CUST-00526,2025-08-20 00:00:00+00:00,,Basic,US,23.18,active,paid_search
CUST-00527,2024-06-23 00:00:00+00:00,2026-04-16 00:00:00+00:00,Basic,IN,45.97,churned,paid_search
CUST-00528,2025-12-13 00:00:00+00:00,2026-04-08 00:00:00+00:00,Basic,US,37.03,churned,partner
CUST-00529,2024-06-29 00:00:00+00:00,2026-04-14 00:00:00+00:00,Enterprise,AU,205.58,churned,sales
CUST-00530,2024-06-25 00:00:00+00:00,,Pro,IN,83.61,active,organic
CUST-00531,2025-02-02 00:00:00+00:00,2026-03-25 00:00:00+00:00,Basic,IN,20.97,churned,paid_search
CUST-00532,2025-11-28 00:00:00+00:00,2026-04-15 00:00:00+00:00,Basic,CA,39.22,churned,organic
CUST-00533,2025-12-05 00:00:00+00:00,,Basic,GB,22.25,active,partner
CUST-00534,2025-09-07 00:00:00+00:00,2026-03-26 00:00:00+00:00,Pro,US,81.27,churned,paid_search
CUST-00535,2025-02-17 00:00:00+00:00,,Enterprise,US,185.88,active,sales
CUST-00536,2025-12-07 00:00:00+00:00,2026-04-13 00:00:00+00:00,Enterprise,IN,182.67,churned,referral
CUST-00537,2025-05-12 00:00:00+00:00,2026-03-27 00:00:00+00:00,Basic,CA,31.55,churned,organic
CUST-00538,2026-01-02 00:00:00+00:00,2026-03-27 00:00:00+00:00,Basic,DE,22.53,churned,sales
CUST-00539,2025-03-15 00:00:00+00:00,,Basic,CA,13.09,active,organic
CUST-00540,2026-03-08 00:00:00+00:00,,Pro,IN,83.32,active,paid_search
CUST-00541,2024-11-18 00:00:00+00:00,2026-03-31 00:00:00+00:00,Basic,GB,45.96,churned,sales
CUST-00542,2026-02-12 00:00:00+00:00,2026-03-30 00:00:00+00:00,Pro,US,90.12,churned,sales
CUST-00543,2025-11-08 00:00:00+00:00,,Pro,GB,76.94,active,organic
CUST-00544,2025-11-22 00:00:00+00:00,,Basic,DE,29.07,active,partner
CUST-00545,2024-08-26 00:00:00+00:00,,Basic,AU,36.1,active,paid_search
CUST-00546,2026-02-14 00:00:00+00:00,,Basic,GB,37.98,active,referral
CUST-00547,2025-05-30 00:00:00+00:00,,Basic,AU,26.25,active,referral
CUST-00548,2025-02-08 00:00:00+00:00,2026-03-23 00:00:00+00:00,Basic,DE,29.27,churned,referral
CUST-00549,2025-03-31 00:00:00+00:00,2026-04-19 00:00:00+00:00,Pro,IN,81.4,churned,partner
CUST-00550,2024-12-08 00:00:00+00:00,,Basic,CA,33.43,active,referral
CUST-00551,2024-09-14 00:00:00+00:00,,Basic,GB,27.94,active,partner
CUST-00552,2025-06-24 00:00:00+00:00,,Pro,US,78.04,active,sales
CUST-00553,2024-08-28 00:00:00+00:00,,Pro,CA,90.04,active,paid_search
CUST-00554,2025-08-15 00:00:00+00:00,2026-04-18 00:00:00+00:00,Basic,CA,38.68,churned,partner
CUST-00555,2024-05-12 00:00:00+00:00,,Pro,US,82.82,active,partner
CUST-00556,2025-04-08 00:00:00+00:00,,Enterprise,CA,212.75,active,partner
CUST-00557,2024-10-31 00:00:00+00:00,2026-03-25 00:00:00+00:00,Pro,CA,75.91,churned,paid_search
CUST-00558,2024-07-27 00:00:00+00:00,,Pro,AU,91.98,active,organic
CUST-00559,2024-09-22 00:00:00+00:00,,Basic,IN,33.34,active,sales
CUST-00560,2024-08-12 00:00:00+00:00,,Enterprise,DE,225.17,active,paid_search
CUST-00561,2025-03-17 00:00:00+00:00,,Basic,DE,19.46,active,referral
CUST-00562,2026-02-21 00:00:00+00:00,2026-03-29 00:00:00+00:00,Enterprise,DE,193.49,churned,referral
CUST-00563,2025-04-16 00:00:00+00:00,,Pro,DE,82.35,active,partner
CUST-00564,2025-11-17 00:00:00+00:00,2026-04-08 00:00:00+00:00,Basic,DE,32.18,churned,paid_search
CUST-00565,2024-07-17 00:00:00+00:00,2026-04-19 00:00:00+00:00,Basic,DE,44.6,churned,paid_search
CUST-00566,2025-10-10 00:00:00+00:00,,Pro,AU,73.65,active,organic
CUST-00567,2025-10-16 00:00:00+00:00,2026-04-12 00:00:00+00:00,Pro,DE,86.24,churned,paid_search
CUST-00568,2025-10-01 00:00:00+00:00,2026-04-09 00:00:00+00:00,Basic,US,38.3,churned,paid_search
CUST-00569,2025-01-03 00:00:00+00:00,,Pro,US,84.64,active,paid_search
CUST-00570,2025-02-21 00:00:00+00:00,,Enterprise,CA,191.31,active,paid_search
CUST-00571,2024-06-06 00:00:00+00:00,,Basic,CA,40.26,active,sales
CUST-00572,2025-06-08 00:00:00+00:00,,Basic,DE,38.83,active,referral
CUST-00573,2025-09-09 00:00:00+00:00,,Basic,IN,33.8,active,paid_search
CUST-00574,2026-02-17 00:00:00+00:00,,Pro,AU,80.63,active,referral
CUST-00575,2026-03-18 00:00:00+00:00,,Basic,US,30.81,active,paid_search
CUST-00576,2025-07-08 00:00:00+00:00,2026-04-02 00:00:00+00:00,Enterprise,GB,198.37,churned,partner
CUST-00577,2024-06-22 00:00:00+00:00,2026-04-17 00:00:00+00:00,Basic,IN,34.13,churned,paid_search
CUST-00578,2025-03-26 00:00:00+00:00,,Pro,US,79.25,active,paid_search
CUST-00579,2024-07-14 00:00:00+00:00,,Basic,AU,22.21,active,paid_search
