ticket_id,customer_id,opened_at,resolved_at,priority,category,satisfaction_score
TICKET-CUST-00349-0,CUST-00349,2026-01-22 00:00:00+00:00,2026-01-23 10:12:49.999455269+00:00,low,bug,2.1
TICKET-CUST-00349-1,CUST-00349,2026-03-03 00:00:00+00:00,2026-03-04 23:41:30.188617119+00:00,high,training,2.3
TICKET-CUST-00349-2,CUST-00349,2026-04-17 00:00:00+00:00,2026-04-18 23:28:13.982368976+00:00,medium,training,3.4
TICKET-CUST-00352-0,CUST-00352,2026-04-05 00:00:00+00:00,2026-04-06 17:03:01.470442908+00:00,low,general,3.8
TICKET-CUST-00352-1,CUST-00352,2026-03-14 00:00:00+00:00,2026-03-15 10:01:33.441672406+00:00,low,general,3.4
TICKET-CUST-00353-0,CUST-00353,2026-04-16 00:00:00+00:00,2026-04-17 09:23:12.660577561+00:00,medium,billing,2.9
TICKET-CUST-00353-1,CUST-00353,2026-02-20 00:00:00+00:00,2026-02-21 17:11:34.262822484+00:00,low,training,1.6
TICKET-CUST-00354-0,CUST-00354,2026-01-28 00:00:00+00:00,2026-01-29 00:51:41.916293742+00:00,medium,training,3.8
TICKET-CUST-00354-1,CUST-00354,2026-01-25 00:00:00+00:00,2026-01-26 08:40:15.788599549+00:00,low,training,3.0
TICKET-CUST-00356-0,CUST-00356,2026-03-07 00:00:00+00:00,2026-03-08 06:08:02.868039411+00:00,low,general,2.7
TICKET-CUST-00356-1,CUST-00356,2026-04-19 00:00:00+00:00,2026-04-19 18:40:24.213274563+00:00,medium,general,3.6
TICKET-CUST-00356-2,CUST-00356,2026-04-12 00:00:00+00:00,2026-04-13 02:13:51.669136268+00:00,high,billing,3.1
TICKET-CUST-00356-3,CUST-00356,2026-02-14 00:00:00+00:00,2026-02-15 00:06:17.213101040+00:00,medium,general,3.5
TICKET-CUST-00358-0,CUST-00358,2026-01-25 00:00:00+00:00,2026-01-26 11:29:21.600281196+00:00,low,training,2.7
TICKET-CUST-00358-1,CUST-00358,2026-04-13 00:00:00+00:00,2026-04-14 00:15:15.463445251+00:00,medium,bug,4.7
TICKET-CUST-00361-0,CUST-00361,2026-01-27 00:00:00+00:00,2026-01-28 16:53:41.763520855+00:00,low,general,2.8
TICKET-CUST-00361-1,CUST-00361,2026-03-12 00:00:00+00:00,2026-03-13 22:25:04.922992020+00:00,low,training,3.0
TICKET-CUST-00362-0,CUST-00362,2026-02-11 00:00:00+00:00,2026-02-12 16:14:08.045363733+00:00,high,general,4.2
TICKET-CUST-00362-1,CUST-00362,2026-04-09 00:00:00+00:00,2026-04-10 08:34:44.607237219+00:00,medium,training,3.6
TICKET-CUST-00363-0,CUST-00363,2026-03-20 00:00:00+00:00,2026-03-21 04:28:51.480227849+00:00,low,billing,2.8
TICKET-CUST-00363-1,CUST-00363,2026-02-05 00:00:00+00:00,2026-02-06 08:59:17.487760606+00:00,low,training,2.7
TICKET-CUST-00365-0,CUST-00365,2026-03-14 00:00:00+00:00,2026-03-15 02:40:17.518547354+00:00,medium,training,4.2
TICKET-CUST-00365-1,CUST-00365,2026-04-12 00:00:00+00:00,2026-04-13 04:02:44.500457009+00:00,high,training,2.5
TICKET-CUST-00365-2,CUST-00365,2026-02-07 00:00:00+00:00,2026-02-08 06:39:57.856001712+00:00,low,training,3.5
TICKET-CUST-00366-0,CUST-00366,2026-04-14 00:00:00+00:00,2026-04-16 07:25:15.679885290+00:00,medium,training,3.7
TICKET-CUST-00369-0,CUST-00369,2026-03-15 00:00:00+00:00,2026-03-17 04:05:15.088388249+00:00,low,billing,2.5
TICKET-CUST-00369-1,CUST-00369,2026-02-23 00:00:00+00:00,2026-02-24 22:56:21.885182789+00:00,low,general,3.4
TICKET-CUST-00369-2,CUST-00369,2026-02-20 00:00:00+00:00,2026-02-21 21:19:39.703582575+00:00,medium,training,2.1
TICKET-CUST-00370-0,CUST-00370,2026-03-26 00:00:00+00:00,2026-03-27 04:26:38.800926107+00:00,low,general,4.1
TICKET-CUST-00373-0,CUST-00373,2026-02-18 00:00:00+00:00,2026-02-19 07:51:30.127211606+00:00,low,billing,3.5
TICKET-CUST-00374-0,CUST-00374,2026-02-12 00:00:00+00:00,2026-02-14 01:12:18.671544584+00:00,medium,bug,3.2
TICKET-CUST-00374-1,CUST-00374,2026-02-03 00:00:00+00:00,2026-02-05 01:57:54.756312203+00:00,medium,general,2.1
TICKET-CUST-00374-2,CUST-00374,2026-04-13 00:00:00+00:00,2026-04-15 00:02:24.576518105+00:00,high,general,2.4
TICKET-CUST-00376-0,CUST-00376,2026-03-29 00:00:00+00:00,2026-03-30 03:44:28.521197210+00:00,medium,training,3.8
TICKET-CUST-00377-0,CUST-00377,2026-03-03 00:00:00+00:00,2026-03-03 10:24:24.552907598+00:00,medium,training,3.9
TICKET-CUST-00378-0,CUST-00378,2026-03-05 00:00:00+00:00,2026-03-06 10:49:38.608767001+00:00,medium,general,2.5
TICKET-CUST-00379-0,CUST-00379,2026-03-04 00:00:00+00:00,2026-03-04 11:01:10.331805101+00:00,medium,training,2.7
TICKET-CUST-00379-1,CUST-00379,2026-01-24 00:00:00+00:00,,low,bug,3.1
TICKET-CUST-00380-0,CUST-00380,2026-02-16 00:00:00+00:00,2026-02-17 05:25:24.590613861+00:00,high,general,3.2
TICKET-CUST-00380-1,CUST-00380,2026-01-24 00:00:00+00:00,2026-01-25 08:14:32.483657761+00:00,medium,billing,2.4
TICKET-CUST-00380-2,CUST-00380,2026-03-22 00:00:00+00:00,2026-03-23 15:53:25.328056799+00:00,medium,bug,3.4
TICKET-CUST-00383-0,CUST-00383,2026-04-09 00:00:00+00:00,2026-04-10 23:40:54.520088156+00:00,medium,bug,3.0
TICKET-CUST-00386-0,CUST-00386,2026-02-03 00:00:00+00:00,2026-02-03 18:15:58.122772828+00:00,low,bug,4.9
TICKET-CUST-00387-0,CUST-00387,2026-04-14 00:00:00+00:00,2026-04-15 11:39:48.403965059+00:00,medium,bug,3.0
TICKET-CUST-00387-1,CUST-00387,2026-03-28 00:00:00+00:00,2026-03-29 23:44:13.441638024+00:00,high,bug,2.1
TICKET-CUST-00388-0,CUST-00388,2026-02-05 00:00:00+00:00,2026-02-06 13:19:28.935977718+00:00,medium,bug,4.6
TICKET-CUST-00388-1,CUST-00388,2026-01-23 00:00:00+00:00,2026-01-24 17:37:59.883296231+00:00,medium,bug,3.3
TICKET-CUST-00388-2,CUST-00388,2026-04-19 00:00:00+00:00,2026-04-20 09:15:05.185375687+00:00,medium,training,3.2
TICKET-CUST-00388-3,CUST-00388,2026-03-19 00:00:00+00:00,2026-03-20 08:15:30.494522141+00:00,low,training,3.8
TICKET-CUST-00390-0,CUST-00390,2026-03-06 00:00:00+00:00,2026-03-07 17:53:44.100019179+00:00,low,training,3.2
TICKET-CUST-00390-1,CUST-00390,2026-04-11 00:00:00+00:00,2026-04-13 01:08:46.091108689+00:00,medium,general,1.9
TICKET-CUST-00392-0,CUST-00392,2026-02-06 00:00:00+00:00,2026-02-07 01:37:34.920783293+00:00,low,bug,3.1
TICKET-CUST-00394-0,CUST-00394,2026-04-03 00:00:00+00:00,2026-04-03 20:21:17.390582163+00:00,low,billing,4.3
TICKET-CUST-00395-0,CUST-00395,2026-03-03 00:00:00+00:00,2026-03-05 08:51:56.914944739+00:00,medium,general,2.5
TICKET-CUST-00395-1,CUST-00395,2026-02-19 00:00:00+00:00,,medium,training,3.1
TICKET-CUST-00398-0,CUST-00398,2026-02-03 00:00:00+00:00,2026-02-04 09:08:23.291163319+00:00,low,general,2.9
TICKET-CUST-00398-1,CUST-00398,2026-03-19 00:00:00+00:00,2026-03-20 08:43:37.931291628+00:00,medium,bug,4.6
TICKET-CUST-00398-2,CUST-00398,2026-03-30 00:00:00+00:00,2026-03-31 23:56:52.863748796+00:00,high,billing,2.8
TICKET-CUST-00400-0,CUST-00400,2026-03-20 00:00:00+00:00,2026-03-21 19:29:42.659482024+00:00,low,training,2.8
TICKET-CUST-00402-0,CUST-00402,2026-04-10 00:00:00+00:00,2026-04-11 05:12:24.921736332+00:00,low,training,3.7
TICKET-CUST-00403-0,CUST-00403,2026-03-27 00:00:00+00:00,2026-03-27 20:08:42.788384554+00:00,low,training,4.0
TICKET-CUST-00404-0,CUST-00404,2026-02-07 00:00:00+00:00,2026-02-08 07:38:26.361011556+00:00,medium,bug,3.0
TICKET-CUST-00405-0,CUST-00405,2026-02-22 00:00:00+00:00,2026-02-23 08:31:15.063771450+00:00,low,training,3.2
TICKET-CUST-00405-1,CUST-00405,2026-01-27 00:00:00+00:00,2026-01-28 15:58:33.406085423+00:00,low,training,4.4
TICKET-CUST-00407-0,CUST-00407,2026-03-09 00:00:00+00:00,2026-03-10 04:13:33.240140867+00:00,low,general,2.8
TICKET-CUST-00407-1,CUST-00407,2026-03-29 00:00:00+00:00,2026-03-29 21:17:57.631775111+00:00,medium,billing,3.0
TICKET-CUST-00407-2,CUST-00407,2026-03-02 00:00:00+00:00,2026-03-02 18:52:39.739244861+00:00,high,billing,3.4
TICKET-CUST-00407-3,CUST-00407,2026-03-11 00:00:00+00:00,2026-03-11 09:27:11.866291976+00:00,low,training,4.7
TICKET-CUST-00408-0,CUST-00408,2026-03-29 00:00:00+00:00,2026-03-30 03:43:57.543892595+00:00,low,bug,2.2
TICKET-CUST-00408-1,CUST-00408,2026-02-20 00:00:00+00:00,2026-02-21 15:24:58.886961998+00:00,medium,bug,3.6
TICKET-CUST-00409-0,CUST-00409,2026-04-18 00:00:00+00:00,2026-04-19 06:21:23.345336382+00:00,medium,general,4.8
TICKET-CUST-00409-1,CUST-00409,2026-04-01 00:00:00+00:00,,low,general,4.1
TICKET-CUST-00413-0,CUST-00413,2026-03-20 00:00:00+00:00,2026-03-22 05:25:00.536862965+00:00,medium,bug,2.9
TICKET-CUST-00413-1,CUST-00413,2026-02-13 00:00:00+00:00,2026-02-15 17:36:26.524573897+00:00,low,training,2.3
TICKET-CUST-00415-0,CUST-00415,2026-04-10 00:00:00+00:00,2026-04-11 13:49:07.262555946+00:00,low,bug,3.8
TICKET-CUST-00418-0,CUST-00418,2026-02-28 00:00:00+00:00,,low,general,3.5
TICKET-CUST-00419-0,CUST-00419,2026-01-30 00:00:00+00:00,2026-01-31 18:13:24.062985213+00:00,high,general,3.4
TICKET-CUST-00419-1,CUST-00419,2026-03-11 00:00:00+00:00,2026-03-13 01:00:57.392027136+00:00,low,general,2.8
TICKET-CUST-00420-0,CUST-00420,2026-04-19 00:00:00+00:00,2026-04-20 01:49:01.230205117+00:00,low,billing,1.5
TICKET-CUST-00421-0,CUST-00421,2026-04-17 00:00:00+00:00,2026-04-18 02:45:33.516442640+00:00,medium,general,3.8
TICKET-CUST-00421-1,CUST-00421,2026-02-24 00:00:00+00:00,2026-02-24 20:46:48.201328592+00:00,medium,bug,4.0
TICKET-CUST-00422-0,CUST-00422,2026-04-14 00:00:00+00:00,,low,training,4.7
TICKET-CUST-00423-0,CUST-00423,2026-04-19 00:00:00+00:00,2026-04-20 09:25:26.729496249+00:00,low,bug,3.5
TICKET-CUST-00424-0,CUST-00424,2026-01-26 00:00:00+00:00,2026-01-27 13:26:09.845086159+00:00,low,general,3.0
TICKET-CUST-00424-1,CUST-00424,2026-02-15 00:00:00+00:00,2026-02-17 12:29:57.425060205+00:00,medium,billing,3.2
TICKET-CUST-00425-0,CUST-00425,2026-04-03 00:00:00+00:00,2026-04-04 10:23:09.057087891+00:00,low,general,3.2
TICKET-CUST-00425-1,CUST-00425,2026-02-10 00:00:00+00:00,2026-02-11 12:44:13.802892968+00:00,low,training,2.1
TICKET-CUST-00427-0,CUST-00427,2026-03-08 00:00:00+00:00,2026-03-09 18:57:29.496374028+00:00,low,training,2.0
TICKET-CUST-00428-0,CUST-00428,2026-03-24 00:00:00+00:00,2026-03-25 21:02:42.500435830+00:00,high,bug,3.0
TICKET-CUST-00428-1,CUST-00428,2026-03-02 00:00:00+00:00,2026-03-03 07:09:00.705592365+00:00,low,general,2.9
TICKET-CUST-00429-0,CUST-00429,2026-03-11 00:00:00+00:00,2026-03-12 21:43:20.728393378+00:00,low,billing,3.6
TICKET-CUST-00429-1,CUST-00429,2026-02-13 00:00:00+00:00,2026-02-14 13:20:35.693392534+00:00,low,bug,2.2
TICKET-CUST-00429-2,CUST-00429,2026-02-26 00:00:00+00:00,2026-02-27 07:15:19.500902620+00:00,medium,billing,2.5
TICKET-CUST-00429-3,CUST-00429,2026-04-06 00:00:00+00:00,2026-04-07 10:11:04.060847143+00:00,low,training,3.2
TICKET-CUST-00431-0,CUST-00431,2026-02-21 00:00:00+00:00,2026-02-22 03:51:29.475247843+00:00,low,bug,2.6
TICKET-CUST-00431-1,CUST-00431,2026-03-18 00:00:00+00:00,2026-03-20 02:30:20.992106812+00:00,low,billing,2.4
TICKET-CUST-00432-0,CUST-00432,2026-04-10 00:00:00+00:00,2026-04-11 01:55:53.915250069+00:00,high,general,3.5
TICKET-CUST-00432-1,CUST-00432,2026-03-11 00:00:00+00:00,2026-03-12 00:51:44.857513617+00:00,low,training,2.5
TICKET-CUST-00434-0,CUST-00434,2026-03-16 00:00:00+00:00,2026-03-16 16:28:49.105471710+00:00,medium,training,1.4
TICKET-CUST-00435-0,CUST-00435,2026-03-17 00:00:00+00:00,2026-03-17 23:23:34.754755937+00:00,low,bug,2.5
TICKET-CUST-00435-1,CUST-00435,2026-02-19 00:00:00+00:00,2026-02-20 01:58:53.720808056+00:00,low,billing,3.6
TICKET-CUST-00436-0,CUST-00436,2026-04-20 00:00:00+00:00,2026-04-22 04:19:50.373161772+00:00,low,billing,1.9
TICKET-CUST-00436-1,CUST-00436,2026-03-07 00:00:00+00:00,2026-03-08 20:21:07.319886548+00:00,low,training,4.1
TICKET-CUST-00436-2,CUST-00436,2026-04-11 00:00:00+00:00,2026-04-12 16:34:19.923229085+00:00,medium,bug,3.4
TICKET-CUST-00437-0,CUST-00437,2026-02-02 00:00:00+00:00,2026-02-02 12:23:15.677692421+00:00,medium,bug,3.9
TICKET-CUST-00438-0,CUST-00438,2026-04-18 00:00:00+00:00,2026-04-19 03:04:48.670118681+00:00,low,billing,2.3
TICKET-CUST-00438-1,CUST-00438,2026-01-28 00:00:00+00:00,2026-01-28 13:32:57.930754980+00:00,medium,billing,3.2
TICKET-CUST-00440-0,CUST-00440,2026-02-25 00:00:00+00:00,2026-02-26 21:49:56.171112796+00:00,low,billing,4.4
TICKET-CUST-00442-0,CUST-00442,2026-03-21 00:00:00+00:00,2026-03-22 16:36:16.924885294+00:00,medium,billing,3.8
TICKET-CUST-00442-1,CUST-00442,2026-02-19 00:00:00+00:00,2026-02-20 05:53:14.548900256+00:00,low,general,2.8
TICKET-CUST-00444-0,CUST-00444,2026-03-10 00:00:00+00:00,2026-03-11 19:04:16.756814535+00:00,medium,billing,4.3
TICKET-CUST-00446-0,CUST-00446,2026-03-12 00:00:00+00:00,2026-03-13 05:03:07.932463427+00:00,low,training,3.4
TICKET-CUST-00446-1,CUST-00446,2026-01-30 00:00:00+00:00,2026-01-31 17:06:44.935371373+00:00,medium,bug,2.4
TICKET-CUST-00447-0,CUST-00447,2026-01-22 00:00:00+00:00,2026-01-22 20:34:45.665529468+00:00,medium,billing,3.4
TICKET-CUST-00447-1,CUST-00447,2026-03-20 00:00:00+00:00,2026-03-21 05:08:54.240169534+00:00,low,training,4.6
TICKET-CUST-00447-2,CUST-00447,2026-02-09 00:00:00+00:00,2026-02-10 04:20:09.783780559+00:00,medium,bug,2.8
TICKET-CUST-00448-0,CUST-00448,2026-02-12 00:00:00+00:00,2026-02-12 04:42:59.710850088+00:00,low,training,3.6
TICKET-CUST-00449-0,CUST-00449,2026-04-11 00:00:00+00:00,2026-04-12 16:41:06.614003105+00:00,medium,billing,2.5
TICKET-CUST-00450-0,CUST-00450,2026-02-26 00:00:00+00:00,2026-02-27 14:25:15.103706056+00:00,low,bug,3.2
TICKET-CUST-00450-1,CUST-00450,2026-03-16 00:00:00+00:00,2026-03-17 09:50:59.932159044+00:00,low,bug,2.5
TICKET-CUST-00451-0,CUST-00451,2026-03-26 00:00:00+00:00,,medium,billing,3.8
TICKET-CUST-00451-1,CUST-00451,2026-03-25 00:00:00+00:00,2026-03-26 06:47:23.093306030+00:00,medium,training,4.5
TICKET-CUST-00453-0,CUST-00453,2026-03-30 00:00:00+00:00,2026-03-30 21:58:54.974699873+00:00,low,billing,2.7
TICKET-CUST-00453-1,CUST-00453,2026-03-27 00:00:00+00:00,2026-03-28 12:46:36.508775406+00:00,medium,bug,3.7
TICKET-CUST-00455-0,CUST-00455,2026-04-14 00:00:00+00:00,2026-04-15 08:06:35.631498896+00:00,medium,general,3.5
TICKET-CUST-00456-0,CUST-00456,2026-02-17 00:00:00+00:00,2026-02-19 18:23:22.841111583+00:00,high,billing,3.5
TICKET-CUST-00456-1,CUST-00456,2026-03-07 00:00:00+00:00,2026-03-09 06:00:47.630562538+00:00,medium,bug,2.3
TICKET-CUST-00456-2,CUST-00456,2026-02-21 00:00:00+00:00,,medium,bug,2.5
TICKET-CUST-00457-0,CUST-00457,2026-03-05 00:00:00+00:00,2026-03-05 21:40:03.552902745+00:00,medium,billing,2.8
TICKET-CUST-00458-0,CUST-00458,2026-03-03 00:00:00+00:00,2026-03-04 20:10:58.749340459+00:00,high,general,3.8
TICKET-CUST-00458-1,CUST-00458,2026-02-08 00:00:00+00:00,2026-02-10 01:23:32.931578920+00:00,low,training,3.3
TICKET-CUST-00458-2,CUST-00458,2026-02-02 00:00:00+00:00,2026-02-03 20:48:50.982432848+00:00,medium,bug,2.2
TICKET-CUST-00459-0,CUST-00459,2026-03-18 00:00:00+00:00,2026-03-19 14:34:19.204354805+00:00,high,bug,2.7
TICKET-CUST-00460-0,CUST-00460,2026-01-24 00:00:00+00:00,2026-01-25 00:51:02.538849411+00:00,medium,bug,3.8
TICKET-CUST-00463-0,CUST-00463,2026-01-31 00:00:00+00:00,2026-02-01 07:27:05.149103432+00:00,low,bug,3.2
TICKET-CUST-00464-0,CUST-00464,2026-03-20 00:00:00+00:00,2026-03-22 09:07:34.359389033+00:00,low,general,3.1
TICKET-CUST-00464-1,CUST-00464,2026-02-20 00:00:00+00:00,2026-02-22 04:34:47.528425051+00:00,medium,general,3.3
TICKET-CUST-00464-2,CUST-00464,2026-04-09 00:00:00+00:00,2026-04-11 01:03:46.783552514+00:00,high,general,3.2
TICKET-CUST-00465-0,CUST-00465,2026-02-02 00:00:00+00:00,2026-02-04 05:09:12.773663719+00:00,medium,general,2.3
TICKET-CUST-00465-1,CUST-00465,2026-04-03 00:00:00+00:00,2026-04-04 10:31:59.256807638+00:00,low,training,3.6
TICKET-CUST-00466-0,CUST-00466,2026-02-21 00:00:00+00:00,2026-02-22 08:08:36.236272257+00:00,high,billing,2.2
TICKET-CUST-00466-1,CUST-00466,2026-03-25 00:00:00+00:00,2026-03-26 17:17:38.246445172+00:00,low,billing,3.4
TICKET-CUST-00466-2,CUST-00466,2026-01-29 00:00:00+00:00,2026-01-30 13:06:03.207805122+00:00,low,billing,2.8
TICKET-CUST-00467-0,CUST-00467,2026-03-30 00:00:00+00:00,2026-03-31 03:22:00.876889213+00:00,low,bug,4.6
TICKET-CUST-00467-1,CUST-00467,2026-03-10 00:00:00+00:00,2026-03-10 18:58:43.743857797+00:00,low,billing,3.7
TICKET-CUST-00469-0,CUST-00469,2026-03-27 00:00:00+00:00,2026-03-27 21:27:34.181863907+00:00,low,billing,2.8
TICKET-CUST-00469-1,CUST-00469,2026-04-17 00:00:00+00:00,2026-04-18 10:46:06.063826778+00:00,low,training,3.2
TICKET-CUST-00472-0,CUST-00472,2026-03-30 00:00:00+00:00,2026-03-31 03:08:14.169877048+00:00,medium,general,2.4
TICKET-CUST-00474-0,CUST-00474,2026-02-12 00:00:00+00:00,2026-02-13 23:59:49.694530153+00:00,high,bug,3.8
TICKET-CUST-00474-1,CUST-00474,2026-04-10 00:00:00+00:00,2026-04-11 15:58:50.251861575+00:00,medium,bug,4.8
TICKET-CUST-00474-2,CUST-00474,2026-01-31 00:00:00+00:00,2026-02-02 04:51:19.896168550+00:00,low,bug,3.2
TICKET-CUST-00475-0,CUST-00475,2026-03-06 00:00:00+00:00,2026-03-08 01:48:21.764465499+00:00,high,training,3.1
TICKET-CUST-00476-0,CUST-00476,2026-02-27 00:00:00+00:00,2026-02-28 08:27:54.940109253+00:00,medium,bug,1.6
TICKET-CUST-00476-1,CUST-00476,2026-03-13 00:00:00+00:00,2026-03-14 18:43:25.126204166+00:00,low,training,2.6
TICKET-CUST-00477-0,CUST-00477,2026-02-28 00:00:00+00:00,2026-03-02 01:26:48.092427299+00:00,medium,billing,2.4
TICKET-CUST-00477-1,CUST-00477,2026-04-08 00:00:00+00:00,,low,bug,1.1
TICKET-CUST-00477-2,CUST-00477,2026-03-02 00:00:00+00:00,2026-03-04 11:55:38.256341380+00:00,low,bug,3.3
TICKET-CUST-00477-3,CUST-00477,2026-02-07 00:00:00+00:00,,low,billing,1.0
TICKET-CUST-00477-4,CUST-00477,2026-04-16 00:00:00+00:00,2026-04-18 03:59:39.950505826+00:00,medium,training,1.4
TICKET-CUST-00478-0,CUST-00478,2026-04-16 00:00:00+00:00,2026-04-17 05:45:50.713574088+00:00,high,general,3.0
TICKET-CUST-00479-0,CUST-00479,2026-04-07 00:00:00+00:00,2026-04-07 18:43:08.190741653+00:00,low,general,2.5
TICKET-CUST-00480-0,CUST-00480,2026-03-27 00:00:00+00:00,2026-03-28 11:52:24.289124780+00:00,low,bug,4.6
TICKET-CUST-00480-1,CUST-00480,2026-04-04 00:00:00+00:00,,high,bug,3.7
TICKET-CUST-00480-2,CUST-00480,2026-03-19 00:00:00+00:00,2026-03-20 13:59:48.618806345+00:00,medium,general,2.4
TICKET-CUST-00481-0,CUST-00481,2026-03-31 00:00:00+00:00,2026-04-02 04:57:35.351492172+00:00,medium,training,3.2
TICKET-CUST-00483-0,CUST-00483,2026-03-20 00:00:00+00:00,2026-03-21 13:13:41.472372040+00:00,medium,billing,4.0
TICKET-CUST-00486-0,CUST-00486,2026-04-15 00:00:00+00:00,2026-04-16 00:56:08.049647027+00:00,low,general,4.4
TICKET-CUST-00487-0,CUST-00487,2026-02-26 00:00:00+00:00,2026-02-28 03:42:48.900823243+00:00,low,bug,1.3
TICKET-CUST-00487-1,CUST-00487,2026-02-01 00:00:00+00:00,2026-02-03 14:53:59.051477112+00:00,medium,general,2.2
TICKET-CUST-00487-2,CUST-00487,2026-03-21 00:00:00+00:00,2026-03-22 09:15:24.766880378+00:00,low,training,2.8
TICKET-CUST-00488-0,CUST-00488,2026-04-03 00:00:00+00:00,2026-04-04 23:02:14.877506416+00:00,low,training,2.5
TICKET-CUST-00488-1,CUST-00488,2026-02-19 00:00:00+00:00,,low,training,2.7
TICKET-CUST-00490-0,CUST-00490,2026-03-02 00:00:00+00:00,2026-03-02 22:43:30.627702949+00:00,low,training,2.7
TICKET-CUST-00490-1,CUST-00490,2026-03-31 00:00:00+00:00,2026-04-01 13:25:10.765238603+00:00,medium,billing,3.6
TICKET-CUST-00490-2,CUST-00490,2026-01-28 00:00:00+00:00,2026-01-29 16:06:33.998847999+00:00,medium,bug,4.1
TICKET-CUST-00491-0,CUST-00491,2026-03-03 00:00:00+00:00,2026-03-03 14:25:41.195968360+00:00,low,training,2.5
TICKET-CUST-00492-0,CUST-00492,2026-03-28 00:00:00+00:00,2026-03-29 17:56:58.843547209+00:00,low,billing,2.7
TICKET-CUST-00492-1,CUST-00492,2026-04-20 00:00:00+00:00,2026-04-21 01:56:34.070255772+00:00,low,training,5.0
TICKET-CUST-00493-0,CUST-00493,2026-03-29 00:00:00+00:00,2026-03-29 16:19:48.367102726+00:00,low,training,4.0
TICKET-CUST-00495-0,CUST-00495,2026-04-18 00:00:00+00:00,2026-04-19 14:44:07.426533008+00:00,low,general,3.6
TICKET-CUST-00495-1,CUST-00495,2026-01-23 00:00:00+00:00,2026-01-25 00:44:47.423458574+00:00,low,training,1.7
TICKET-CUST-00496-0,CUST-00496,2026-02-05 00:00:00+00:00,2026-02-06 10:52:38.077491172+00:00,medium,billing,3.8
TICKET-CUST-00496-1,CUST-00496,2026-01-23 00:00:00+00:00,2026-01-24 06:29:05.802669302+00:00,low,bug,5.0
TICKET-CUST-00497-0,CUST-00497,2026-01-25 00:00:00+00:00,2026-01-26 22:31:58.204300210+00:00,medium,general,2.6
TICKET-CUST-00498-0,CUST-00498,2026-03-17 00:00:00+00:00,2026-03-19 04:19:38.102740932+00:00,medium,billing,2.7
TICKET-CUST-00498-1,CUST-00498,2026-04-09 00:00:00+00:00,2026-04-10 21:11:19.533288135+00:00,low,billing,2.4
TICKET-CUST-00498-2,CUST-00498,2026-02-26 00:00:00+00:00,,high,bug,1.7
TICKET-CUST-00498-3,CUST-00498,2026-01-30 00:00:00+00:00,2026-02-01 20:06:29.459022638+00:00,medium,billing,3.0
TICKET-CUST-00499-0,CUST-00499,2026-03-03 00:00:00+00:00,2026-03-04 09:05:11.247998735+00:00,medium,training,4.2
TICKET-CUST-00499-1,CUST-00499,2026-02-02 00:00:00+00:00,2026-02-03 15:28:34.122796159+00:00,low,billing,2.0
TICKET-CUST-00499-2,CUST-00499,2026-02-01 00:00:00+00:00,2026-02-03 11:29:43.663494192+00:00,medium,bug,2.7
TICKET-CUST-00499-3,CUST-00499,2026-04-15 00:00:00+00:00,,low,bug,2.7
TICKET-CUST-00499-4,CUST-00499,2026-01-22 00:00:00+00:00,2026-01-23 17:51:07.407358078+00:00,low,billing,2.5
TICKET-CUST-00499-5,CUST-00499,2026-01-26 00:00:00+00:00,2026-01-27 17:34:57.719018042+00:00,high,general,2.9
TICKET-CUST-00499-6,CUST-00499,2026-03-07 00:00:00+00:00,,low,billing,3.4
TICKET-CUST-00500-0,CUST-00500,2026-01-28 00:00:00+00:00,,medium,training,3.5
TICKET-CUST-00500-1,CUST-00500,2026-02-02 00:00:00+00:00,2026-02-03 11:01:22.524215939+00:00,medium,training,4.6
TICKET-CUST-00500-2,CUST-00500,2026-01-23 00:00:00+00:00,2026-01-24 01:18:41.704169756+00:00,medium,general,3.5
TICKET-CUST-00501-0,CUST-00501,2026-02-07 00:00:00+00:00,2026-02-08 20:07:37.352798220+00:00,low,general,4.5
TICKET-CUST-00503-0,CUST-00503,2026-03-23 00:00:00+00:00,2026-03-25 09:18:51.955759466+00:00,low,training,1.8
TICKET-CUST-00503-1,CUST-00503,2026-01-24 00:00:00+00:00,2026-01-26 17:29:25.109575338+00:00,low,general,2.9
TICKET-CUST-00503-2,CUST-00503,2026-01-25 00:00:00+00:00,,medium,training,1.0
TICKET-CUST-00505-0,CUST-00505,2026-03-04 00:00:00+00:00,2026-03-06 01:14:52.960222999+00:00,high,general,1.5
TICKET-CUST-00505-1,CUST-00505,2026-04-17 00:00:00+00:00,2026-04-19 04:35:42.272056283+00:00,medium,bug,2.6
TICKET-CUST-00506-0,CUST-00506,2026-02-04 00:00:00+00:00,2026-02-06 17:04:36.374807776+00:00,low,training,4.5
TICKET-CUST-00506-1,CUST-00506,2026-03-09 00:00:00+00:00,2026-03-10 10:19:02.086232813+00:00,low,general,3.8
TICKET-CUST-00507-0,CUST-00507,2026-04-08 00:00:00+00:00,2026-04-08 21:47:12.998122586+00:00,low,training,3.0
TICKET-CUST-00507-1,CUST-00507,2026-04-15 00:00:00+00:00,2026-04-16 04:15:51.866405184+00:00,low,bug,4.3
TICKET-CUST-00507-2,CUST-00507,2026-03-01 00:00:00+00:00,2026-03-02 06:56:11.363419837+00:00,low,training,5.0
TICKET-CUST-00507-3,CUST-00507,2026-03-13 00:00:00+00:00,2026-03-14 04:48:51.996941337+00:00,medium,billing,3.1
